id,bhk,property_type,sharing_type,gender_preference,location,area,,furnished,ac,fridge,washing_machine,geyser,wifi,water_24h,parking,cooking_allowed,light_bill_included,full_rent
4199,1BHK,House,Sharing,Any,Sector 6,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,Yes,Yes,No,11000
4200,1BHK,Flat,Full,Family,Sector 2,Gandhinagar,,Semi,Yes,No,No,No,Yes,Yes,No,Yes,No,12000
4201,1BHK,House,Sharing,Any,Infocity,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,No,Yes,No,20000
4202,1BHK,Room,Sharing,Girls,Sector 2,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,No,Yes,No,11000
4203,1BHK,Tenament,Full,Girls,Sector 3,Gandhinagar,,Basic,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,8000
4204,3BHK,Tenament,Sharing,Family,Sector 13,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,14000
4205,2BHK,House,Sharing,Family,Sargasan,Gandhinagar,,Fully,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,26000
4206,1BHK,House,Full,Boys,Kudasan,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,18000
4207,2BHK,Room,Full,Boys,Kudasan,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,21000
4208,2BHK,Room,Sharing,Any,Sargasan,Gandhinagar,,Basic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,27000
4209,2BHK,Tenament,Sharing,Boys,Sector 6,Gandhinagar,,Semi,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,16000
4210,3BHK,Tenament,Full,Family,Infocity,Gandhinagar,,Basic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,34000
4211,3BHK,Flat,Sharing,Girls,Sector 3,Gandhinagar,,Fully,No,No,Yes,No,No,Yes,Yes,Yes,No,17000
4212,1BHK,Tenament,Full,Boys,Sector 6,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,No,Yes,Yes,13000
4213,1BHK,Tenament,Sharing,Girls,Raysan,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,Yes,Yes,No,16000
4214,3BHK,Flat,Full,Girls,Sector 2,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,29000
4215,2BHK,House,Full,Girls,Raysan,Gandhinagar,,Semi,No,No,No,No,No,Yes,No,Yes,Yes,26000
4216,1BHK,House,Sharing,Any,Infocity,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,No,Yes,No,18000
4217,2BHK,Tenament,Sharing,Any,Sector 2,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,23000
4218,3BHK,Flat,Full,Boys,Sector 2,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,Yes,Yes,No,25000
4219,2BHK,Flat,Sharing,Boys,Kudasan,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,25000
4220,2BHK,House,Sharing,Boys,Raysan,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,23000
4221,3BHK,House,Sharing,Boys,Kudasan,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,35000
4222,2BHK,Flat,Full,Any,Sector 6,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,16000
4223,1BHK,House,Sharing,Any,Sector 3,Gandhinagar,,Basic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,10000
4224,1BHK,House,Full,Girls,Vavol,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,No,Yes,Yes,8000
4225,2BHK,House,Sharing,Family,Sector 3,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12000
4226,3BHK,Tenament,Full,Any,Raysan,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31000
4227,2BHK,Room,Full,Girls,Sector 2,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,No,Yes,Yes,20000
4228,2BHK,House,Sharing,Family,Sargasan,Gandhinagar,,Basic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,24000
4229,2BHK,House,Full,Girls,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,No,Yes,No,10000
4230,2BHK,Flat,Full,Boys,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,11000
4231,3BHK,Flat,Full,Family,Sector 3,Gandhinagar,,Fully,No,No,Yes,No,Yes,Yes,Yes,Yes,No,19000
4232,1BHK,House,Sharing,Girls,Infocity,Gandhinagar,,Semi,No,No,Yes,No,Yes,Yes,Yes,Yes,No,19000
4233,1BHK,Room,Sharing,Any,Sector 13,Gandhinagar,,Fully,No,No,Yes,Yes,No,Yes,No,Yes,No,9000
4234,1BHK,House,Full,Family,Sector 13,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,9000
4235,3BHK,Flat,Sharing,Family,Infocity,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,43000
4236,2BHK,House,Sharing,Boys,Raysan,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,No,Yes,Yes,22000
4237,2BHK,Tenament,Full,Girls,Kudasan,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24000
4238,3BHK,Room,Full,Family,Sector 13,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,17000
4239,2BHK,Flat,Sharing,Girls,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,No,Yes,No,13000
4240,2BHK,Room,Full,Family,Sector 2,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,Yes,Yes,No,23000
4241,3BHK,House,Sharing,Boys,Vavol,Gandhinagar,,Fully,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,23000
4242,3BHK,Flat,Full,Boys,Raysan,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,34000
4243,2BHK,Room,Sharing,Any,Raysan,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,19000
4244,3BHK,Tenament,Full,Any,Raysan,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,33000
4245,2BHK,Flat,Full,Girls,Sector 5A,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,Yes,17000
4246,3BHK,House,Sharing,Boys,Sector 5A,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,24000
4247,3BHK,Room,Sharing,Girls,Infocity,Gandhinagar,,Basic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,44000
4248,3BHK,Room,Sharing,Family,Infocity,Gandhinagar,,Semi,Yes,No,No,No,Yes,Yes,No,Yes,No,44000
4249,2BHK,Tenament,Full,Girls,Sector 5A,Gandhinagar,,Fully,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,14000
4250,3BHK,Flat,Sharing,Boys,Sector 3,Gandhinagar,,Basic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,17000
4251,2BHK,Flat,Full,Any,Sector 13,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,12000
4252,3BHK,Tenament,Sharing,Any,Sargasan,Gandhinagar,,Semi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,34000
4253,1BHK,Flat,Sharing,Any,Raysan,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,No,Yes,Yes,13000
4254,2BHK,Flat,Sharing,Family,Sector 13,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,12000
4255,1BHK,House,Sharing,Girls,Sector 13,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,No,Yes,Yes,7000
4256,3BHK,Room,Full,Girls,Sector 2,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,25000
4257,3BHK,Flat,Sharing,Girls,Kudasan,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,No,Yes,Yes,38000
4258,1BHK,Tenament,Full,Girls,Infocity,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,17000
4259,2BHK,Tenament,Full,Boys,Sector 6,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,Yes,Yes,No,19000
4260,1BHK,Room,Sharing,Girls,Sector 5A,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,9000
4261,2BHK,House,Sharing,Girls,Sector 2,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24000
4262,3BHK,Tenament,Full,Boys,Sector 2,Gandhinagar,,Semi,No,Yes,Yes,No,No,Yes,Yes,Yes,No,25000
4263,2BHK,Tenament,Sharing,Girls,Infocity,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,31000
4264,1BHK,Flat,Full,Girls,Vavol,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,Yes,Yes,Yes,10000
4265,1BHK,Room,Sharing,Girls,Sector 6,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,14000
4266,1BHK,Flat,Sharing,Boys,Infocity,Gandhinagar,,Semi,Yes,No,No,No,No,Yes,No,Yes,No,21000
4267,3BHK,Flat,Sharing,Boys,Vavol,Gandhinagar,,Fully,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,21000
4268,2BHK,Room,Sharing,Family,Sargasan,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,No,Yes,No,25000
4269,3BHK,Flat,Sharing,Any,Vavol,Gandhinagar,,Fully,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,19000
4270,1BHK,Tenament,Sharing,Girls,Kudasan,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,Yes,16000
4271,1BHK,House,Sharing,Any,Vavol,Gandhinagar,,Semi,Yes,No,No,No,Yes,Yes,No,Yes,Yes,8000
4272,3BHK,Tenament,Sharing,Girls,Sector 6,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,23000
4273,2BHK,Room,Full,Girls,Sector 5A,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,No,Yes,No,14000
4274,1BHK,Room,Sharing,Any,Sector 6,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,14000
4275,3BHK,Flat,Full,Boys,Sector 13,Gandhinagar,,Semi,No,Yes,Yes,No,No,Yes,Yes,Yes,No,13000
4276,1BHK,House,Sharing,Any,Raysan,Gandhinagar,,Basic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,17000
4277,1BHK,House,Sharing,Boys,Infocity,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,No,Yes,Yes,21000
4278,2BHK,Tenament,Full,Any,Sector 2,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,19000
4279,3BHK,Flat,Full,Family,Sector 13,Gandhinagar,,Basic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,14000
4280,2BHK,Flat,Full,Girls,Raysan,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,Yes,Yes,Yes,25000
4281,2BHK,House,Sharing,Boys,Sargasan,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,26000
4282,3BHK,Room,Sharing,Family,Kudasan,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,Yes,Yes,No,30000
4283,2BHK,Room,Sharing,Family,Sargasan,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,24000
4284,3BHK,House,Sharing,Any,Kudasan,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,No,Yes,No,35000
4285,1BHK,House,Sharing,Family,Sector 2,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,No,Yes,No,11000
4286,1BHK,Tenament,Full,Boys,Sector 5A,Gandhinagar,,Basic,No,No,No,Yes,Yes,Yes,No,Yes,No,10000
4287,2BHK,House,Full,Girls,Sector 6,Gandhinagar,,Basic,No,No,Yes,No,No,Yes,No,Yes,Yes,18000
4288,3BHK,Room,Full,Any,Sargasan,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,39000
4289,2BHK,Room,Sharing,Boys,Sector 3,Gandhinagar,,Basic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,14000
4290,1BHK,House,Sharing,Any,Sargasan,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,20000
4291,1BHK,Tenament,Sharing,Boys,Kudasan,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,Yes,Yes,No,19000
4292,3BHK,Flat,Sharing,Any,Sector 3,Gandhinagar,,Semi,No,Yes,No,No,Yes,Yes,No,Yes,No,20000
4293,2BHK,Room,Full,Boys,Vavol,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,16000
4294,3BHK,Tenament,Full,Family,Sargasan,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,31000
4295,3BHK,House,Full,Any,Kudasan,Gandhinagar,,Semi,No,No,No,No,No,Yes,No,Yes,No,29000
4296,1BHK,House,Full,Family,Vavol,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,10000
4297,3BHK,House,Sharing,Boys,Infocity,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,39000
4298,3BHK,Room,Sharing,Family,Sector 3,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,19000
4299,1BHK,House,Full,Family,Raysan,Gandhinagar,,Semi,No,No,No,No,No,Yes,No,Yes,No,15000
4300,2BHK,Flat,Sharing,Girls,Sector 6,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,16000
4301,2BHK,Room,Full,Boys,Kudasan,Gandhinagar,,Fully,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,23000
4302,2BHK,Room,Sharing,Boys,Raysan,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24000
4303,3BHK,Flat,Full,Any,Sector 5A,Gandhinagar,,Semi,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,24000
4304,2BHK,Room,Full,Family,Infocity,Gandhinagar,,Basic,No,No,Yes,Yes,No,Yes,No,Yes,Yes,26000
4305,2BHK,House,Full,Any,Sector 6,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,15000
4306,2BHK,Room,Sharing,Boys,Sector 13,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,11000
4307,3BHK,Flat,Sharing,Girls,Raysan,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,No,Yes,No,28000
4308,2BHK,House,Full,Family,Sector 5A,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,18000
4309,3BHK,Tenament,Sharing,Girls,Raysan,Gandhinagar,,Semi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,28000
4310,3BHK,House,Sharing,Family,Kudasan,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,39000
4311,1BHK,Room,Sharing,Boys,Kudasan,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,Yes,Yes,Yes,17000
4312,2BHK,Flat,Full,Any,Kudasan,Gandhinagar,,Semi,Yes,Yes,No,No,Yes,Yes,No,Yes,No,21000
4313,1BHK,House,Full,Girls,Raysan,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,14000
4314,2BHK,Room,Full,Girls,Infocity,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,32000
4315,3BHK,Room,Sharing,Family,Sector 2,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,No,Yes,Yes,30000
4316,1BHK,Flat,Sharing,Family,Sector 2,Gandhinagar,,Semi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,13000
4317,1BHK,Flat,Sharing,Boys,Infocity,Gandhinagar,,Fully,No,No,Yes,No,No,Yes,Yes,Yes,Yes,16000
4318,2BHK,Room,Full,Boys,Vavol,Gandhinagar,,Basic,No,No,No,Yes,No,Yes,Yes,Yes,No,13000
4319,3BHK,Flat,Sharing,Family,Sector 5A,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,No,Yes,No,22000
4320,3BHK,Flat,Sharing,Girls,Kudasan,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,No,Yes,No,34000
4321,2BHK,Flat,Sharing,Any,Sargasan,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,29000
4322,1BHK,Flat,Full,Boys,Sargasan,Gandhinagar,,Semi,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,18000
4323,2BHK,Tenament,Sharing,Any,Sector 6,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,17000
4324,1BHK,Room,Full,Any,Sector 5A,Gandhinagar,,Fully,No,Yes,No,No,No,Yes,Yes,Yes,Yes,10000
4325,1BHK,House,Full,Any,Raysan,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,15000
4326,3BHK,House,Full,Girls,Sector 3,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17000
4327,3BHK,Room,Full,Boys,Sector 5A,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,27000
4328,1BHK,House,Sharing,Any,Sector 5A,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,Yes,12000
4329,3BHK,Room,Sharing,Boys,Raysan,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,Yes,Yes,Yes,35000
4330,1BHK,Tenament,Full,Any,Infocity,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,16000
4331,2BHK,Room,Full,Any,Raysan,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,19000
4332,3BHK,House,Sharing,Family,Sector 13,Gandhinagar,,Fully,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,16000
4333,3BHK,Tenament,Sharing,Boys,Infocity,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,41000
4334,2BHK,House,Sharing,Family,Sector 3,Gandhinagar,,Fully,Yes,Yes,No,No,No,Yes,No,Yes,No,14000
4335,2BHK,Flat,Full,Girls,Sector 13,Gandhinagar,,Fully,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,9000
4336,1BHK,Tenament,Full,Family,Sargasan,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,20000
4337,3BHK,House,Sharing,Family,Sector 6,Gandhinagar,,Basic,Yes,No,Yes,No,No,Yes,Yes,Yes,No,23000
4338,3BHK,Flat,Sharing,Family,Sector 13,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,No,Yes,No,15000
4339,3BHK,Room,Full,Any,Sector 2,Gandhinagar,,Basic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,31000
4340,3BHK,Tenament,Full,Any,Kudasan,Gandhinagar,,Basic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,31000
4341,1BHK,House,Full,Family,Sector 6,Gandhinagar,,Semi,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,13000
4342,2BHK,Room,Sharing,Girls,Vavol,Gandhinagar,,Fully,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,18000
4343,1BHK,House,Sharing,Any,Sector 13,Gandhinagar,,Basic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,8000
4344,2BHK,Flat,Sharing,Boys,Vavol,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,No,Yes,Yes,15000
4345,1BHK,Flat,Sharing,Any,Sector 2,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,14000
4346,1BHK,Flat,Sharing,Any,Infocity,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,16000
4347,3BHK,Tenament,Sharing,Family,Infocity,Gandhinagar,,Basic,No,Yes,No,No,No,Yes,Yes,Yes,No,35000
4348,3BHK,Room,Full,Any,Sector 2,Gandhinagar,,Fully,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,32000
4349,1BHK,House,Sharing,Girls,Infocity,Gandhinagar,,Semi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,17000
4350,3BHK,Tenament,Sharing,Any,Sector 6,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,25000
4351,2BHK,Room,Full,Girls,Sector 3,Gandhinagar,,Fully,No,No,Yes,Yes,No,Yes,No,Yes,No,12000
4352,2BHK,House,Full,Any,Infocity,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,No,Yes,Yes,23000
4353,1BHK,Flat,Full,Girls,Sector 3,Gandhinagar,,Basic,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,10000
4354,2BHK,Tenament,Full,Boys,Sector 3,Gandhinagar,,Semi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13000
4355,2BHK,House,Sharing,Girls,Sector 5A,Gandhinagar,,Semi,No,No,No,Yes,No,Yes,No,Yes,No,15000
4356,1BHK,House,Full,Family,Sector 5A,Gandhinagar,,Semi,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,12000
4357,2BHK,Tenament,Sharing,Boys,Kudasan,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,No,Yes,No,22000
4358,1BHK,House,Sharing,Girls,Sector 3,Gandhinagar,,Semi,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,8000
4359,2BHK,House,Full,Family,Sector 5A,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,17000
4360,2BHK,Flat,Sharing,Girls,Sector 2,Gandhinagar,,Fully,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,19000
4361,3BHK,House,Full,Girls,Sector 5A,Gandhinagar,,Basic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,26000
4362,3BHK,Tenament,Full,Boys,Vavol,Gandhinagar,,Semi,No,No,Yes,Yes,No,Yes,No,Yes,Yes,23000
4363,2BHK,Tenament,Full,Family,Raysan,Gandhinagar,,Fully,Yes,No,No,Yes,No,Yes,No,Yes,No,20000
4364,2BHK,Room,Sharing,Girls,Infocity,Gandhinagar,,Basic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,31000
4365,1BHK,Flat,Full,Boys,Sargasan,Gandhinagar,,Fully,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,14000
4366,3BHK,Flat,Full,Family,Sector 2,Gandhinagar,,Fully,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,28000
4367,2BHK,Tenament,Full,Girls,Sector 13,Gandhinagar,,Fully,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,11000
4368,3BHK,Room,Sharing,Any,Sector 2,Gandhinagar,,Semi,No,No,Yes,No,No,Yes,No,Yes,No,33000
4369,3BHK,House,Sharing,Boys,Raysan,Gandhinagar,,Semi,Yes,Yes,No,Yes,No,Yes,No,Yes,No,28000
4370,2BHK,Tenament,Sharing,Family,Kudasan,Gandhinagar,,Semi,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,27000
4371,2BHK,Flat,Sharing,Boys,Sargasan,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,25000
4372,2BHK,Tenament,Sharing,Family,Raysan,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,24000
4373,1BHK,Tenament,Full,Family,Raysan,Gandhinagar,,Semi,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,14000
4374,3BHK,House,Full,Family,Sector 6,Gandhinagar,,Fully,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,29000
4375,1BHK,Room,Full,Boys,Sector 5A,Gandhinagar,,Fully,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,10000
4376,2BHK,Flat,Full,Any,Vavol,Gandhinagar,,Fully,No,Yes,No,Yes,Yes,Yes,No,Yes,No,13000
4377,2BHK,House,Sharing,Family,Kudasan,Gandhinagar,,Fully,Yes,No,No,No,Yes,Yes,No,Yes,Yes,21000
4378,2BHK,Tenament,Full,Girls,Sector 5A,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,No,Yes,No,16000
4379,3BHK,Room,Full,Boys,Kudasan,Gandhinagar,,Semi,No,No,No,No,Yes,Yes,Yes,Yes,No,34000
4380,3BHK,Room,Full,Boys,Sargasan,Gandhinagar,,Semi,No,No,No,Yes,Yes,Yes,Yes,Yes,No,32000
4381,3BHK,House,Full,Family,Sector 6,Gandhinagar,,Semi,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,28000
4382,3BHK,Tenament,Full,Girls,Sargasan,Gandhinagar,,Fully,Yes,No,No,No,No,Yes,No,Yes,Yes,33000
4383,1BHK,House,Sharing,Any,Kudasan,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,Yes,Yes,No,18000
4384,3BHK,Tenament,Full,Boys,Sargasan,Gandhinagar,,Fully,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39000
4385,1BHK,House,Sharing,Family,Sector 3,Gandhinagar,,Fully,No,Yes,No,Yes,Yes,Yes,No,Yes,No,9000
4386,2BHK,Tenament,Sharing,Boys,Raysan,Gandhinagar,,Semi,No,Yes,No,Yes,No,Yes,No,Yes,Yes,26000
4387,3BHK,Tenament,Full,Any,Sector 5A,Gandhinagar,,Fully,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,21000
4388,1BHK,House,Full,Family,Sargasan,Gandhinagar,,Fully,No,No,No,No,Yes,Yes,No,Yes,No,18000
4389,2BHK,House,Sharing,Any,Vavol,Gandhinagar,,Semi,No,No,No,No,No,Yes,Yes,Yes,No,15000
4390,2BHK,Tenament,Sharing,Girls,Kudasan,Gandhinagar,,Basic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,24000
4391,2BHK,Flat,Sharing,Boys,Sector 6,Gandhinagar,,Semi,No,No,No,No,No,Yes,No,Yes,Yes,20000
4392,1BHK,Tenament,Sharing,Girls,Raysan,Gandhinagar,,Fully,No,Yes,Yes,No,Yes,Yes,No,Yes,No,16000
4393,2BHK,House,Full,Any,Sector 6,Gandhinagar,,Basic,Yes,No,No,No,Yes,Yes,No,Yes,No,22000
4394,3BHK,Flat,Sharing,Boys,Vavol,Gandhinagar,,Semi,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,20000
4395,1BHK,Tenament,Full,Any,Sector 3,Gandhinagar,,Basic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9000
4396,2BHK,House,Sharing,Any,Sector 5A,Gandhinagar,,Semi,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,16000
4397,3BHK,House,Full,Any,Sector 2,Gandhinagar,,Fully,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,26000
